DateTime,Players,Players Trend,Twitch Viewers
3/15/20 23:10,378,314.3326644,31
3/15/20 23:20,376,314.3113966,29
3/15/20 23:30,358,314.2171328,29
3/15/20 23:40,338,314.0661205,35
3/15/20 23:50,348,313.9574161,32
3/16/20 0:00,351,313.8380572,28
3/16/20 0:10,345,313.6978512,29
3/16/20 0:20,320,313.4537474,28
3/16/20 0:30,323,313.3385813,22
3/16/20 0:40,332,313.2475105,24
3/16/20 0:50,330,313.1699286,29
3/16/20 1:00,322,313.0390461,24
3/16/20 1:10,307,312.9737049,21
3/16/20 1:20,307,312.9343898,26
3/16/20 1:30,312,312.9628641,25
3/16/20 1:40,307,312.9539818,20
3/16/20 1:50,294,312.8716002,24
3/16/20 2:00,290,312.83734,24
3/16/20 2:10,295,312.8453878,26
3/16/20 2:20,306,312.9345622,28
3/16/20 2:30,293,312.9862352,27
3/16/20 2:40,292,313.0176749,25
3/16/20 2:50,292,313.0779888,25
3/16/20 3:00,292,313.1070493,25
3/16/20 3:10,287,313.1063596,27
3/16/20 3:20,287,313.1170901,28
3/16/20 3:30,280,313.1050149,49
3/16/20 3:40,273,313.1139937,56
3/16/20 3:50,268,313.1288481,61
3/16/20 4:00,267,313.1427163,65
3/16/20 4:10,257,313.1057597,76
3/16/20 4:20,258,313.1347857,72
3/16/20 4:30,252,313.196596,66
3/16/20 4:40,248,313.2547722,80
3/16/20 4:50,243,313.2788467,72
3/16/20 5:00,228,313.2789777,47
3/16/20 5:10,223,313.220643,44
3/16/20 5:20,219,313.1570051,33
3/16/20 5:30,204,313.0115511,37
3/16/20 5:40,189,312.8361125,52
3/16/20 5:50,182,312.6633703,63
3/16/20 6:00,181,312.5019999,27
3/16/20 6:10,178,312.336347,20
3/16/20 6:20,177,312.1527985,21
3/16/20 6:30,183,312.0128476,27
3/16/20 6:40,176,311.8628007,25
3/16/20 6:50,177,311.7470002,25
3/16/20 7:00,173,311.6389854,24
3/16/20 7:10,156,311.4549404,24
3/16/20 7:20,150,311.3255338,26
3/16/20 7:30,151,311.1951272,26
3/16/20 7:40,147,311.0423011,25
3/16/20 7:50,136,310.8390641,27
3/16/20 8:00,134,310.6435438,25
3/16/20 8:10,129,310.4389275,27
3/16/20 8:20,138,310.3064038,15
3/16/20 8:30,152,310.2270013,13
3/16/20 8:40,152,310.0788991,19
3/16/20 8:50,155,309.9192872,22
3/16/20 9:00,155,309.7246359,21
3/16/20 9:10,149,309.4526716,16
3/16/20 9:20,150,309.1664046,11
3/16/20 9:30,152,308.9232525,198
3/16/20 9:40,157,308.6979063,324
3/16/20 9:50,166,308.4524026,260
3/16/20 10:00,169,308.1876862,271
3/16/20 10:10,168,307.8574423,266
3/16/20 10:20,168,307.5233229,275
3/16/20 10:30,157,307.0869538,255
3/16/20 10:40,158,306.6978994,236
3/16/20 10:50,161,306.2968043,237
3/16/20 11:00,162,305.8992607,239
3/16/20 11:10,157,305.4352381,17
3/16/20 11:20,156,304.9395895,17
3/16/20 11:30,159,304.3938128,15
3/16/20 11:40,165,303.8792274,17
3/16/20 11:50,170,303.3662074,19
3/16/20 12:00,176,302.8570906,14
3/16/20 12:10,180,302.3521875,17
3/16/20 12:20,184,301.8402571,15
3/16/20 12:30,189,301.3919025,15
3/16/20 12:40,192,300.972236,16
3/16/20 12:50,201,300.5757131,5
3/16/20 13:00,207,300.1298273,2
3/16/20 13:10,214,299.7514551,2
3/16/20 13:20,214,299.2791915,2
3/16/20 13:30,209,298.7805431,3
3/16/20 13:40,213,298.29988,4
3/16/20 13:50,214,297.6956237,4
3/16/20 14:00,220,297.1510882,3
3/16/20 14:10,227,296.5899261,5
3/16/20 14:20,237,296.028895,3
3/16/20 14:30,237,295.3604353,0
3/16/20 14:40,243,294.6117456,3
3/16/20 14:50,249,293.8779654,3
3/16/20 15:00,251,293.0632724,3
3/16/20 15:10,256,292.2160295,0
3/16/20 15:20,266,291.4380172,3
3/16/20 15:30,270,290.7082437,3
3/16/20 15:40,266,289.8785377,5
3/16/20 15:50,273,289.1343374,3
3/16/20 16:00,270,288.2749366,6
3/16/20 16:10,274,287.4137082,0
3/16/20 16:20,281,286.5399426,10
3/16/20 16:30,281,285.6610394,5
3/16/20 16:40,292,284.8259199,4
3/16/20 16:50,306,284.0337843,8
3/16/20 17:00,324,283.342588,8
3/16/20 17:10,328,282.5803542,9
3/16/20 17:20,346,281.8708347,11
3/16/20 17:30,342,281.0649757,11
3/16/20 17:40,352,280.2758813,12
3/16/20 17:50,358,279.5346533,11
3/16/20 18:00,351,278.7790329,10
3/16/20 18:10,352,278.0596933,15
3/16/20 18:20,348,277.4164736,19
3/16/20 18:30,360,276.8815652,0
3/16/20 18:40,375,276.3974332,21
3/16/20 18:50,374,275.9033019,32
3/16/20 19:00,389,275.5533902,25
3/16/20 19:10,389,275.2136227,24
3/16/20 19:20,379,274.8624421,39
3/16/20 19:30,387,274.6120352,43
3/16/20 19:40,378,274.1762317,44
3/16/20 19:50,388,273.7957423,46
3/16/20 20:00,376,273.2958044,52
3/16/20 20:10,376,272.7750883,53
3/16/20 20:20,378,272.2942872,64
3/16/20 20:30,385,271.8489601,58
3/16/20 20:40,386,271.4378241,63
3/16/20 20:50,384,270.9649123,55
3/16/20 21:00,387,270.4662777,42
3/16/20 21:10,395,270.0117511,47
3/16/20 21:20,389,269.5638379,89
3/16/20 21:30,395,269.2501931,93
3/16/20 21:40,387,268.8541322,96
3/16/20 21:50,386,268.4785046,95
3/16/20 22:00,385,268.1855346,97
3/16/20 22:10,380,267.9373,130
3/16/20 22:20,382,267.7580685,112
3/16/20 22:30,374,267.4559473,125
3/16/20 22:40,366,267.1541846,117
3/16/20 22:50,358,266.8644695,128
3/16/20 23:00,351,266.6475574,126
3/16/20 23:10,339,266.4222319,129
3/16/20 23:20,340,266.2300425,132
3/16/20 23:30,341,266.0556107,139
3/16/20 23:40,330,265.9336381,131
3/16/20 23:50,322,265.7149812,129
3/17/20 0:00,322,265.4859732,126
3/17/20 0:10,314,265.2445934,130
3/17/20 0:20,304,265.100622,112
3/17/20 0:30,304,264.9483615,115
3/17/20 0:40,307,264.7597995,103
3/17/20 0:50,306,264.573927,96
3/17/20 1:00,306,264.4368793,89
3/17/20 1:10,310,264.4141289,44
3/17/20 1:20,306,264.363311,50
3/17/20 1:30,310,264.3104105,56
3/17/20 1:40,301,264.2293184,53
3/17/20 1:50,303,264.2479036,54
3/17/20 2:00,292,264.2221946,48
3/17/20 2:10,297,264.2074368,63
3/17/20 2:20,296,264.114835,54
3/17/20 2:30,283,264.0230884,25
3/17/20 2:40,281,263.9380241,21
3/17/20 2:50,275,263.8182169,27
3/17/20 3:00,281,263.7407522,21
3/17/20 3:10,271,263.6266275,22
3/17/20 3:20,264,263.4793942,25
3/17/20 3:30,260,263.3571665,27
3/17/20 3:40,259,263.2754193,31
3/17/20 3:50,262,263.2435728,33
3/17/20 4:00,247,263.1226415,26
3/17/20 4:10,245,263.0655412,23
3/17/20 4:20,244,262.9979449,23
3/17/20 4:30,227,262.8633317,26
3/17/20 4:40,224,262.7514275,26
3/17/20 4:50,217,262.6298135,24
3/17/20 5:00,216,262.6013944,14
3/17/20 5:10,217,262.6109594,14
3/17/20 5:20,199,262.5326534,15
3/17/20 5:30,197,262.5526316,17
3/17/20 5:40,193,262.6428473,15
3/17/20 5:50,190,262.7619718,17
3/17/20 6:00,190,262.8904129,36
3/17/20 6:10,180,262.9753393,34
3/17/20 6:20,171,263.0202954,34
3/17/20 6:30,165,262.9991311,30
3/17/20 6:40,166,263.0337154,30
3/17/20 6:50,175,263.1172625,29
3/17/20 7:00,170,263.185576,36
3/17/20 7:10,164,263.327844,46
3/17/20 7:20,161,263.4950279,35
3/17/20 7:30,152,263.6024495,49
3/17/20 7:40,150,263.7314148,57
3/17/20 7:50,154,263.9569541,60
3/17/20 8:00,147,264.1472195,62
3/17/20 8:10,141,264.3382986,61
3/17/20 8:20,137,264.4532922,64
3/17/20 8:30,135,264.4709533,60
3/17/20 8:40,138,264.5093788,46
3/17/20 8:50,136,264.5129096,47
3/17/20 9:00,145,264.5753269,45
3/17/20 9:10,144,264.6604601,48
3/17/20 9:20,149,264.7719781,50
3/17/20 9:30,156,264.9103774,48
3/17/20 9:40,152,264.9844698,42
3/17/20 9:50,156,265.0305362,39
3/17/20 10:00,159,265.0724926,42
3/17/20 10:10,156,265.0985325,47
3/17/20 10:20,157,265.1337926,52
3/17/20 10:30,160,265.2576961,46
3/17/20 10:40,179,265.4942279,47
3/17/20 10:50,189,265.757172,45
3/17/20 11:00,194,266.0363083,44
3/17/20 11:10,191,266.3238028,28
3/17/20 11:20,187,266.5954016,30
3/17/20 11:30,194,266.8972195,22
3/17/20 11:40,195,267.1602601,16
3/17/20 11:50,189,267.3515668,12
3/17/20 12:00,184,267.4778633,19
3/17/20 12:10,188,267.6092354,0
3/17/20 12:20,199,267.7821706,1
3/17/20 12:30,202,267.9313969,0
3/17/20 12:40,199,268.0388048,2
3/17/20 12:50,213,268.1818382,2
3/17/20 13:00,213,268.2720333,2
3/17/20 13:10,221,268.3688348,6
3/17/20 13:20,219,268.4447272,10
3/17/20 13:30,212,268.5095995,11
3/17/20 13:40,204,268.5029309,8
3/17/20 13:50,209,268.530288,42
3/17/20 14:00,212,268.5329361,46
3/17/20 14:10,216,268.5127993,50
3/17/20 14:20,226,268.4885386,66
3/17/20 14:30,234,268.5068272,78
3/17/20 14:40,240,268.5171301,89
3/17/20 14:50,233,268.4357277,78
3/17/20 15:00,233,268.3478567,0
3/17/20 15:10,245,268.3059831,8
3/17/20 15:20,246,268.1925204,8
3/17/20 15:30,248,268.0645482,4
3/17/20 15:40,259,268.0336947,4
3/17/20 15:50,270,268.0183576,0
3/17/20 16:00,276,268.0518247,5
3/17/20 16:10,272,268.026233,10
3/17/20 16:20,290,268.0777888,11
3/17/20 16:30,304,268.2048577,14
3/17/20 16:40,306,268.2583237,14
3/17/20 16:50,307,268.2232153,0
3/17/20 17:00,306,268.0601622,18
3/17/20 17:10,317,267.9446789,17
3/17/20 17:20,323,267.7377662,23
3/17/20 17:30,320,267.531281,22
3/17/20 17:40,333,267.3476015,25
3/17/20 17:50,352,267.2380696,24
3/17/20 18:00,348,267.1297584,45
3/17/20 18:10,366,267.1397992,59
3/17/20 18:20,382,267.2669094,56
3/17/20 18:30,385,267.3178997,63
3/17/20 18:40,388,267.2852394,62
3/17/20 18:50,398,267.32412,44
3/17/20 19:00,398,267.251924,49
3/17/20 19:10,394,267.152764,48
3/17/20 19:20,417,267.28135,50
3/17/20 19:30,406,267.2586892,44
3/17/20 19:40,406,267.3083485,39
3/17/20 19:50,399,267.2428004,42
3/17/20 20:00,406,267.3136792,44
3/17/20 20:10,412,267.418901,40
3/17/20 20:20,416,267.5323017,40
3/17/20 20:30,392,267.4306107,43
3/17/20 20:40,391,267.3391813,39
3/17/20 20:50,388,267.2419729,46
3/17/20 21:00,395,267.1751903,39
3/17/20 21:10,383,266.9644709,40
3/17/20 21:20,377,266.7655026,40
3/17/20 21:30,389,266.6135386,38
3/17/20 21:40,390,266.5114545,43
3/17/20 21:50,390,266.4153012,43
3/17/20 22:00,376,266.2296425,41
3/17/20 22:10,381,266.126724,43
3/17/20 22:20,379,265.9912419,60
3/17/20 22:30,372,265.8646144,62
3/17/20 22:40,359,265.7103263,66
3/17/20 22:50,359,265.6242414,69
3/17/20 23:00,356,265.5658929,82
3/17/20 23:10,360,265.6215933,88
